,goodreads_book_id,original_title,book_id,tag_concat
6577,6081685,会長はメイド様! 1,2585,manga anime shoujo young-adult comics
6578,6081686,会長はメイド様! 2,9781,manga romance mangas shoujo maid-sama
6579,6087756,White Cat,5345,ya fantasy young-adult paranormal urban-fantasy
6580,6098691,Divine Misdemeanors ,7600,fantasy urban-fantasy paranormal romance laurell-k-hamilton
6581,6101138,Wolf Hall,816,historical-fiction fiction historical history abandoned
6582,6101718,The Magicians,584,fantasy fiction magic urban-fantasy series
6583,6104943,Rumor Has it,6072,chick-lit romance fiction chicklit contemporary
6584,6114607, Call the midwife : a true story of the East End in the 1950s,2702,nonfiction non-fiction history memoirs memoir
6585,6115138,Sworn to Silence,6117,mystery thriller fiction crime series
6586,6117055,The Greatest Show on Earth: The Evidence for Evolution,2503,science non-fiction evolution nonfiction biology
6587,6120349,Head Games ,5113,graphic-novels comics horror graphic-novel fantasy
6588,6122735,The Night Angel Trilogy,4776,fantasy fiction epic-fantasy default magic
6589,6131786,The Virgin Cure,9970,historical-fiction fiction book-club canadian historical
6590,6134826,Blue Moon,1830,young-adult fantasy paranormal romance ya
6591,6135237,South of Broad,3216,fiction book-club southern southern-fiction charleston
6592,6137154,Fire,933,fantasy young-adult ya romance series
6593,6145711,"The Walking Dead, Vol. 10: What We Become",7931,graphic-novels cómics fiction graphic-novel horror
6594,6148028,Catching Fire,17,young-adult dystopia fantasy sci-fi series
6595,6150530,Free: The Future of a Radical Price,8736,business non-fiction economics nonfiction audiobook
6596,6164358,The Mysterious Benedict Society and the Prisoner's Dilemma,4966,mystery fiction young-adult adventure series
6597,6167746,0,4038,young-adult fantasy vampires house-of-night paranormal
6598,6178065,Tenth Grade Bleeds,6332,vampires young-adult fantasy vampire paranormal
6599,6178648,Nothing to Envy: Ordinary Lives in North Korea,2441,non-fiction nonfiction history north-korea politics
6600,6186357,The Maze Runner,91,young-adult dystopian dystopia ya science-fiction
6601,6193821,U Is for Undertow,6580,mystery sue-grafton fiction mysteries series
6602,6193923, Evil at Heart,8884,mystery thriller fiction series crime
6603,6202318,A Touch of Dead,3611,vampires paranormal urban-fantasy fiction vampire
6604,6202342,Her Fearful Symmetry,1481,fiction fantasy book-club paranormal mystery
6605,6202556,The Evolution of Calpurnia Tate,5199,historical-fiction young-adult fiction middle-grade historical
6606,6202661,I Heart New York,4818,chick-lit romance fiction chicklit series
6607,6202690,Twilight Director's Notebook,954,non-fiction vampires twilight young-adult vampire
6608,6218007,君に届け 1,2656,manga romance graphic-novels mangas shoujo
6609,6218281,The Sweetness at the Bottom of the Pie,1024,mystery book-club series mysteries young-adult
6610,6219656,The Lottery,2993,short-stories classics horror fiction short-story
6611,6224826,"Juliet, Naked",3195,fiction music contemporary contemporary-fiction romance
6612,6224895,Sherlock Holmes : Silver Blaze,6499,mystery classics short-stories crime fiction
6613,6224935,This Is Where I Leave You,801,fiction book-club humor contemporary read-in-2014
6614,6236809,"Black Bird, Volume 1",3854,manga mangá romance fantasy graphic-novels
6615,6239873,Splendor,8206,historical-fiction young-adult ya romance historical
6616,6250169,Unseen Academicals,3654,fantasy discworld fiction humor terry-pratchett
6617,6251012,UR,8359,stephen-king horror kindle fiction short-stories
6618,6251222,Await Your Reply,9600,fiction mystery book-club thriller contemporary
6619,6255144,The Black Circle,2531,39-clues mystery adventure the-39-clues series
6620,6255949,オール・ユー・ニード・イズ・キル,7713,science-fiction sci-fi fiction scifi war
6621,6257535,New York,4385,historical-fiction fiction new-york historical history
6622,6260997,Half the Sky: Turning Oppression into Opportunity for Women Worldwide,2627,non-fiction nonfiction feminism book-club our-shared-shelf
6623,6261270,"The Noticer: Sometimes, all a person needs is a little perspective.",9322,book-club non-fiction self-help fiction inspirational
6624,6261477,Homer's Odyssey ,9399,non-fiction animals nonfiction cats memoir
6625,6261522,The Body Finder,3411,young-adult paranormal ya mystery fantasy
6626,6261961,Labor Day,3730,fiction book-club romance kindle contemporary
6627,6262365,Tempted,814,vampires young-adult fantasy house-of-night paranormal
6628,6264710,Tempt Me at Twilight,7156,historical-romance romance historical lisa-kleypas historical-fiction
6629,6266907,Alex Cross's Trial,6059,james-patterson alex-cross mystery fiction patterson
6630,6267237,The Van Alen Legacy ,2038,vampires young-adult fantasy ya paranormal
6631,6277410,The Stonekeeper's Curse,5205,graphic-novels fantasy graphic-novel comics middle-grade
6632,6280118,One Day,338,fiction romance contemporary chick-lit book-club
6633,6280379,The Children's Book,9506,fiction historical-fiction historical 1001-books literary-fiction
6634,6282334,Strength in What Remains,8051,non-fiction nonfiction africa biography book-club
6635,6282753,Masumiyet Müzesi,5851,fiction turkey novels library novel
6636,6287290,Altar of Eden,8171,thriller james-rollins fiction adventure mystery
6637,6289283,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",677,non-fiction running nonfiction sports health
6638,6289920,Covet,3616,paranormal fantasy romance paranormal-romance jr-ward
6639,6289938,Fade Out,4446,vampires young-adult paranormal ya vampire
6640,6294549,Rosemary and Rue,6981,urban-fantasy fantasy paranormal fae mystery
6641,6294553,Deep Kiss Of Winter ,5892,paranormal-romance paranormal romance kresley-cole vampires
6642,6303704,Does the Noise in My Head Bother You?,8754,biography music non-fiction autobiography biographies
6643,6303733,That Old Cape Magic,8350,contemporary-fiction audiobook adult-fiction kindle marriage
6644,6304335,Beautiful Creatures,182,young-adult fantasy ya paranormal romance
6645,6311614,The Law of Nines,9684,fantasy fiction terry-goodkind default thriller
6646,6314763,Orange Is the New Black: My Year in a Women's Prison,617,non-fiction memoir nonfiction book-club memoirs
6647,6315602,My Soul to Take,4156,young-adult paranormal fantasy ya romance
6648,6316171,Hate List,2725,young-adult ya contemporary realistic-fiction fiction
6649,6316821,First Lord's Fury,2448,fantasy fiction epic-fantasy jim-butcher codex-alera
6650,6319978,Friday Night Bites: A Chicagoland Vampires Novel ,4340,urban-fantasy vampires paranormal fantasy vampire
6651,6320534,Under the Dome,441,horror stephen-king fiction science-fiction sci-fi
6652,6323821,Last Night in Twisted River,5058,fiction contemporary historical-fiction default kindle
6653,6324090,0,1725,classics fantasy fiction childrens classic
6654,6324903,The Five Greatest Warriors,8101,thriller matthew-reilly adventure fiction action
6655,6326920,"The Accidental Billionaires: The Founding of Facebook: A Tale of Sex, Money, Genius and Betrayal",8417,non-fiction biography business nonfiction history
6656,6329547,On the Edge,6812,urban-fantasy fantasy romance paranormal paranormal-romance
6657,6330323,Day After Night,9621,historical-fiction fiction book-club holocaust historical
6658,6332526,0,9957,non-fiction dogs nonfiction animals science
6659,6335026,The Weight of Silence,3102,fiction mystery book-club suspense contemporary
6660,6337006,Pleasure of a Dark Prince ,4433,paranormal-romance paranormal romance kresley-cole fantasy
6661,6338619,After,6674,young-adult ya realistic-fiction fiction contemporary
6662,6339304,Pursuit of Honor,3214,fiction thriller mitch-rapp vince-flynn thrillers
6663,6339664,"Hush, Hush",202,young-adult fantasy angels paranormal romance
6664,6339989,Vampire Academy Collection,3095,vampires paranormal young-adult ya fantasy
6665,6340016,Lit,4932,memoir non-fiction memoirs nonfiction biography
6666,6340471,Cleopatra's Daughter,5835,historical-fiction fiction historical egypt history
6667,6342491,The Demon King,2764,fantasy young-adult ya magic series
6668,6344097,0,1419,graphic-novel fiction fantasy comics-graphic-novels science-fiction
6669,6344423,Intertwined,9007,young-adult paranormal vampires ya fantasy
6670,6344534,The Second Ship,9541,science-fiction sci-fi kindle scifi fiction
6671,6344832,"Grave Secret (Harper Connelly, #4)",6534,mystery paranormal charlaine-harris fantasy urban-fantasy
6672,6345193,Invisible,7449,fiction 1001-books contemporary 1001 paul-auster
6673,6345760,The Magician's Elephant,8438,fantasy childrens fiction children young-adult
6674,6346975,Moonwalking with Einstein: The Art and Science of Remembering Everything,1761,non-fiction science nonfiction psychology memory
6675,6348045,Halt's Peril,3157,fiction ya john-flanagan ranger-s-apprentice action
6676,6351910,0,9571,star-wars sci-fi science-fiction fiction fantasy
6677,6351939,Sea Glass,9976,fantasy young-adult magic romance ya
6678,6356190,The Little Sisters of Eluria,7015,stephen-king fantasy horror fiction dark-tower
6679,6357022,"Club Shadowlands (Masters of the Shadowlands, #1)",5850,romance kindle series erotic-romance contemporary
6680,6359434,"And Another Thing... (Hitchhiker's Guide to the Galaxy, #6)",5298,science-fiction sci-fi fiction humor fantasy
6681,6361871,The Pioneer Woman Cooks: Recipes from an Accidental Ranch Wife,3606,cookbooks cooking non-fiction cookbook food
6682,6365221,Mennonite in a Little Black Dress: A Memoir of Going Home,4039,memoir non-fiction book-club nonfiction memoirs
6683,6366437,Half Broke Horses: A True Life Novel,754,book-club fiction memoir non-fiction historical-fiction
6684,6368610,Radiant Shadows,4223,young-adult fantasy ya paranormal faeries
6685,6368611,Darkest Mercy,4562,young-adult fantasy ya paranormal faeries
6686,6371117,Betrayals,5965,young-adult vampires paranormal ya fantasy
6687,6373717,Hold Still,6034,young-adult ya contemporary realistic-fiction fiction
6688,6375845,Absolute Batman Hush,3827,graphic-novels cómics dc batman comic-books
6689,6380822,The Dark Divine,4393,young-adult paranormal fantasy werewolves ya
6690,6381205,Soulless,1848,steampunk fantasy romance paranormal vampires
6691,6386555,Eating the Dinosaur,6750,non-fiction essays nonfiction humor pop-culture
6692,6387565,Witch & Wizard,2785,fantasy young-adult james-patterson ya magic
6693,6388558,The Warlord Wants Forever,3201,paranormal-romance paranormal romance vampires fantasy
6694,6389257,The Death of Bunny Munro,9060,fiction contemporary novels music novel
6695,6389704,"In Too Deep (The 39 Clues, Book 6)",2909,39-clues mystery adventure the-39-clues series
6696,6390031,The Improbable Adventures of Sherlock Holmes,5396,mystery sherlock-holmes short-stories fantasy anthology
6697,6393047,0,2756,39-clues mystery adventure the-39-clues series
6698,6393082,0,2655,sci-fi science-fiction graphic-novels graphic-novel fiction
6699,6393631,Smile,845,graphic-novels graphic-novel young-adult middle-grade comics
6700,6393972,This World We Live In,5338,young-adult ya dystopian science-fiction dystopia
6701,6395833,Guts,9900,short-stories fiction horror chuck-palahniuk to-buy
6702,6398634,The Happiness Project,973,non-fiction self-help nonfiction memoir book-club
6703,6398972,Ford County,7175,john-grisham short-stories grisham default fiction
6704,6400090,The Last Song,169,romance nicholas-sparks fiction chick-lit young-adult
6705,6402364,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance",1069,economics nonfiction non-fiction business science
6706,6403690,"Counterfeit Gods: The Empty Promises of Money, Sex, and Power, and the Only Hope That Matters",9518,christian theology christianity non-fiction christian-living
6707,6404621,American on Purpose,5592,non-fiction biography humor memoir nonfiction
6708,6405929,"I, Alex Cross",3829,james-patterson mystery alex-cross fiction thriller
6709,6406018,ソウルイーター 1,2537,manga fantasy soul-eater graphic-novels mangas
6710,6407014,Stitches: A Memoir,6366,graphic-novels graphic-novel memoir comics non-fiction
6711,6407514,Forest Born,7020,fantasy young-adult ya series fiction
6712,6408862,Stolen: A Letter to My Captor,2227,young-adult ya contemporary fiction romance
6713,6411016,Matterhorn: A Novel of the Vietnam War,3946,fiction historical-fiction war vietnam military
6714,6411961,The Lost Symbol,201,fiction mystery thriller dan-brown suspense
6715,6413193,Nine Dragons,4358,crime mystery michael-connelly thriller harry-bosch
6716,6419566,ビーストマスター 1,4689,manga romance mangas shoujo graphic-novels
6717,6419887,The Boy Who Harnessed the Wind: Creating Currents of Electricity and Hope,7898,non-fiction nonfiction africa memoir biography
6718,6420846,Lockdown,7663,young-adult horror dystopia dystopian ya
6719,6421588,0,3165,vampires young-adult paranormal fantasy ya
6720,6422680,"Lunch in Paris: A Love Story, with Recipes",7774,memoir food france nonfiction paris
6721,6424184,Thirst No. 2,3842,vampires young-adult vampire paranormal fantasy
6722,6428887,Pirate Latitudes,3416,fiction historical-fiction adventure pirates michael-crichton
